animal_name,genotype,sex,smell,time
TDP43-Q331K-B6J-IC/1.1c,TDP-43_Q331K:Hom,f,W3,
TDP43-Q331K-B6J-IC/1.1e,TDP-43_Q331K:Hom,m,F1,53.2
TDP43-Q331K-B6J-IC/1.1e,TDP-43_Q331K:Hom,m,F2,6.1
TDP43-Q331K-B6J-IC/1.1e,TDP-43_Q331K:Hom,m,F3,3.4
TDP43-Q331K-B6J-IC/1.1e,TDP-43_Q331K:Hom,m,N1,42.2
TDP43-Q331K-B6J-IC/1.1e,TDP-43_Q331K:Hom,m,N2,15.9
TDP43-Q331K-B6J-IC/1.1e,TDP-43_Q331K:Hom,m,N3,3.2
TDP43-Q331K-B6J-IC/1.1e,TDP-43_Q331K:Hom,m,W1,16.9
TDP43-Q331K-B6J-IC/1.1e,TDP-43_Q331K:Hom,m,W2,0.6
TDP43-Q331K-B6J-IC/1.1e,TDP-43_Q331K:Hom,m,W3,10.5
TDP43-Q331K-B6J-IC/1.1f,TDP-43_Q331K:WT,m,F1,21.3
TDP43-Q331K-B6J-IC/1.1f,TDP-43_Q331K:WT,m,F2,19.8
TDP43-Q331K-B6J-IC/1.1f,TDP-43_Q331K:WT,m,F3,7.9
TDP43-Q331K-B6J-IC/1.1f,TDP-43_Q331K:WT,m,N1,40.7
TDP43-Q331K-B6J-IC/1.1f,TDP-43_Q331K:WT,m,N2,35.1
TDP43-Q331K-B6J-IC/1.1f,TDP-43_Q331K:WT,m,N3,46.8
TDP43-Q331K-B6J-IC/1.1f,TDP-43_Q331K:WT,m,W1,38.8
TDP43-Q331K-B6J-IC/1.1f,TDP-43_Q331K:WT,m,W2,21.8
TDP43-Q331K-B6J-IC/1.1f,TDP-43_Q331K:WT,m,W3,58.3
TDP43-Q331K-B6J-IC/1.1h,TDP-43_Q331K:WT,m,F1,16
TDP43-Q331K-B6J-IC/1.1h,TDP-43_Q331K:WT,m,F2,12
TDP43-Q331K-B6J-IC/1.1h,TDP-43_Q331K:WT,m,F3,11.4
TDP43-Q331K-B6J-IC/1.1h,TDP-43_Q331K:WT,m,N1,29.8
TDP43-Q331K-B6J-IC/1.1h,TDP-43_Q331K:WT,m,N2,10.3
TDP43-Q331K-B6J-IC/1.1h,TDP-43_Q331K:WT,m,N3,9.5
TDP43-Q331K-B6J-IC/1.1h,TDP-43_Q331K:WT,m,W1,25.5
TDP43-Q331K-B6J-IC/1.1h,TDP-43_Q331K:WT,m,W2,4.8
TDP43-Q331K-B6J-IC/1.1h,TDP-43_Q331K:WT,m,W3,5.4
TDP43-Q331K-B6J-IC/1.1i,TDP-43_Q331K:Hom,m,F1,19.1
TDP43-Q331K-B6J-IC/1.1i,TDP-43_Q331K:Hom,m,F2,0
TDP43-Q331K-B6J-IC/1.1i,TDP-43_Q331K:Hom,m,F3,0
TDP43-Q331K-B6J-IC/1.1i,TDP-43_Q331K:Hom,m,N1,33.2
TDP43-Q331K-B6J-IC/1.1i,TDP-43_Q331K:Hom,m,N2,0.3
TDP43-Q331K-B6J-IC/1.1i,TDP-43_Q331K:Hom,m,N3,6
TDP43-Q331K-B6J-IC/1.1i,TDP-43_Q331K:Hom,m,W1,
TDP43-Q331K-B6J-IC/1.1i,TDP-43_Q331K:Hom,m,W2,
TDP43-Q331K-B6J-IC/1.1i,TDP-43_Q331K:Hom,m,W3,
TDP43-Q331K-B6J-IC/1.2b,TDP-43_Q331K:Hom,f,F1,29.3
TDP43-Q331K-B6J-IC/1.2b,TDP-43_Q331K:Hom,f,F2,16.5
TDP43-Q331K-B6J-IC/1.2b,TDP-43_Q331K:Hom,f,F3,14.1
TDP43-Q331K-B6J-IC/1.2b,TDP-43_Q331K:Hom,f,N1,32
TDP43-Q331K-B6J-IC/1.2b,TDP-43_Q331K:Hom,f,N2,16.4
TDP43-Q331K-B6J-IC/1.2b,TDP-43_Q331K:Hom,f,N3,11.2
TDP43-Q331K-B6J-IC/1.2b,TDP-43_Q331K:Hom,f,W1,13.5
TDP43-Q331K-B6J-IC/1.2b,TDP-43_Q331K:Hom,f,W2,1.9
TDP43-Q331K-B6J-IC/1.2b,TDP-43_Q331K:Hom,f,W3,0
TDP43-Q331K-B6J-IC/1.2e,TDP-43_Q331K:WT,f,F1,56.5
TDP43-Q331K-B6J-IC/1.2e,TDP-43_Q331K:WT,f,F2,2.9
TDP43-Q331K-B6J-IC/1.2e,TDP-43_Q331K:WT,f,F3,10.5
TDP43-Q331K-B6J-IC/1.2e,TDP-43_Q331K:WT,f,N1,43.4
TDP43-Q331K-B6J-IC/1.2e,TDP-43_Q331K:WT,f,N2,11.1
TDP43-Q331K-B6J-IC/1.2e,TDP-43_Q331K:WT,f,N3,8.1
TDP43-Q331K-B6J-IC/1.2e,TDP-43_Q331K:WT,f,W1,17.6
TDP43-Q331K-B6J-IC/1.2e,TDP-43_Q331K:WT,f,W2,5.5
TDP43-Q331K-B6J-IC/1.2e,TDP-43_Q331K:WT,f,W3,7.4
TDP43-Q331K-B6J-IC/2.1b,TDP-43_Q331K:WT,f,F1,30.1
TDP43-Q331K-B6J-IC/2.1b,TDP-43_Q331K:WT,f,F2,25.2
TDP43-Q331K-B6J-IC/2.1b,TDP-43_Q331K:WT,f,F3,8.1
TDP43-Q331K-B6J-IC/2.1b,TDP-43_Q331K:WT,f,N1,15.6
TDP43-Q331K-B6J-IC/2.1b,TDP-43_Q331K:WT,f,N2,4.6
TDP43-Q331K-B6J-IC/2.1b,TDP-43_Q331K:WT,f,N3,2.1
TDP43-Q331K-B6J-IC/2.1b,TDP-43_Q331K:WT,f,W1,14.1
TDP43-Q331K-B6J-IC/2.1b,TDP-43_Q331K:WT,f,W2,1.9
TDP43-Q331K-B6J-IC/2.1b,TDP-43_Q331K:WT,f,W3,4.3
TDP43-Q331K-B6J-IC/2.1e,TDP-43_Q331K:WT,m,F1,20.4
TDP43-Q331K-B6J-IC/2.1e,TDP-43_Q331K:WT,m,F2,1.4
TDP43-Q331K-B6J-IC/2.1e,TDP-43_Q331K:WT,m,F3,8.7
TDP43-Q331K-B6J-IC/2.1e,TDP-43_Q331K:WT,m,N1,41.5
TDP43-Q331K-B6J-IC/2.1e,TDP-43_Q331K:WT,m,N2,7.9
TDP43-Q331K-B6J-IC/2.1e,TDP-43_Q331K:WT,m,N3,0.5
TDP43-Q331K-B6J-IC/2.1e,TDP-43_Q331K:WT,m,W1,
TDP43-Q331K-B6J-IC/2.1e,TDP-43_Q331K:WT,m,W2,
TDP43-Q331K-B6J-IC/2.1e,TDP-43_Q331K:WT,m,W3,
TDP43-Q331K-B6J-IC/2.2a,TDP-43_Q331K:Hom,f,F1,
TDP43-Q331K-B6J-IC/2.2a,TDP-43_Q331K:Hom,f,F2,
TDP43-Q331K-B6J-IC/2.2a,TDP-43_Q331K:Hom,f,F3,
TDP43-Q331K-B6J-IC/2.2a,TDP-43_Q331K:Hom,f,N1,
TDP43-Q331K-B6J-IC/2.2a,TDP-43_Q331K:Hom,f,N2,
TDP43-Q331K-B6J-IC/2.2a,TDP-43_Q331K:Hom,f,N3,
TDP43-Q331K-B6J-IC/2.2a,TDP-43_Q331K:Hom,f,W1,
TDP43-Q331K-B6J-IC/2.2a,TDP-43_Q331K:Hom,f,W2,
TDP43-Q331K-B6J-IC/2.2a,TDP-43_Q331K:Hom,f,W3,
TDP43-Q331K-B6J-IC/2.2d,TDP-43_Q331K:WT,f,F1,
TDP43-Q331K-B6J-IC/2.2d,TDP-43_Q331K:WT,f,F2,
TDP43-Q331K-B6J-IC/2.2d,TDP-43_Q331K:WT,f,F3,
TDP43-Q331K-B6J-IC/2.2d,TDP-43_Q331K:WT,f,N1,
TDP43-Q331K-B6J-IC/2.2d,TDP-43_Q331K:WT,f,N2,
TDP43-Q331K-B6J-IC/2.2d,TDP-43_Q331K:WT,f,N3,
TDP43-Q331K-B6J-IC/2.2d,TDP-43_Q331K:WT,f,W1,17.1
TDP43-Q331K-B6J-IC/2.2d,TDP-43_Q331K:WT,f,W2,2.1
TDP43-Q331K-B6J-IC/2.2d,TDP-43_Q331K:WT,f,W3,5.3
TDP43-Q331K-B6J-IC/2.3b,TDP-43_Q331K:WT,f,F1,30.6
TDP43-Q331K-B6J-IC/2.3b,TDP-43_Q331K:WT,f,F2,11.5
TDP43-Q331K-B6J-IC/2.3b,TDP-43_Q331K:WT,f,F3,6.9
TDP43-Q331K-B6J-IC/2.3b,TDP-43_Q331K:WT,f,N1,28.6
TDP43-Q331K-B6J-IC/2.3b,TDP-43_Q331K:WT,f,N2,17.3
TDP43-Q331K-B6J-IC/2.3b,TDP-43_Q331K:WT,f,N3,18.4
TDP43-Q331K-B6J-IC/2.3b,TDP-43_Q331K:WT,f,W1,10.6
TDP43-Q331K-B6J-IC/2.3b,TDP-43_Q331K:WT,f,W2,5.1
TDP43-Q331K-B6J-IC/2.3b,TDP-43_Q331K:WT,f,W3,2.8
TDP43-Q331K-B6J-IC/2.3c,TDP-43_Q331K:Hom,f,F1,20
TDP43-Q331K-B6J-IC/2.3c,TDP-43_Q331K:Hom,f,F2,15.1
TDP43-Q331K-B6J-IC/2.3c,TDP-43_Q331K:Hom,f,F3,3.6
TDP43-Q331K-B6J-IC/2.3c,TDP-43_Q331K:Hom,f,N1,36.4
TDP43-Q331K-B6J-IC/2.3c,TDP-43_Q331K:Hom,f,N2,21.2
TDP43-Q331K-B6J-IC/2.3c,TDP-43_Q331K:Hom,f,N3,28.8
TDP43-Q331K-B6J-IC/2.3c,TDP-43_Q331K:Hom,f,W1,48
TDP43-Q331K-B6J-IC/2.3c,TDP-43_Q331K:Hom,f,W2,12.1
TDP43-Q331K-B6J-IC/2.3c,TDP-43_Q331K:Hom,f,W3,0.4
TDP43-Q331K-B6J-IC/2.3f,TDP-43_Q331K:Hom,m,F1,
TDP43-Q331K-B6J-IC/2.3f,TDP-43_Q331K:Hom,m,F2,
TDP43-Q331K-B6J-IC/2.3f,TDP-43_Q331K:Hom,m,F3,
TDP43-Q331K-B6J-IC/2.3f,TDP-43_Q331K:Hom,m,N1,
TDP43-Q331K-B6J-IC/2.3f,TDP-43_Q331K:Hom,m,N2,
TDP43-Q331K-B6J-IC/2.3f,TDP-43_Q331K:Hom,m,N3,
TDP43-Q331K-B6J-IC/2.3f,TDP-43_Q331K:Hom,m,W1,
TDP43-Q331K-B6J-IC/2.3f,TDP-43_Q331K:Hom,m,W2,
TDP43-Q331K-B6J-IC/2.3f,TDP-43_Q331K:Hom,m,W3,
TDP43-Q331K-B6J-IC/2.3g,TDP-43_Q331K:Hom,m,F1,
TDP43-Q331K-B6J-IC/2.3g,TDP-43_Q331K:Hom,m,F2,
TDP43-Q331K-B6J-IC/2.3g,TDP-43_Q331K:Hom,m,F3,
TDP43-Q331K-B6J-IC/2.3g,TDP-43_Q331K:Hom,m,N1,
TDP43-Q331K-B6J-IC/2.3g,TDP-43_Q331K:Hom,m,N2,
TDP43-Q331K-B6J-IC/2.3g,TDP-43_Q331K:Hom,m,N3,
TDP43-Q331K-B6J-IC/2.3g,TDP-43_Q331K:Hom,m,W1,
TDP43-Q331K-B6J-IC/2.3g,TDP-43_Q331K:Hom,m,W2,
TDP43-Q331K-B6J-IC/2.3g,TDP-43_Q331K:Hom,m,W3,
TDP43-Q331K-B6J-IC/2.4c,TDP-43_Q331K:WT,f,F1,38.4
TDP43-Q331K-B6J-IC/2.4c,TDP-43_Q331K:WT,f,F2,9.3
TDP43-Q331K-B6J-IC/2.4c,TDP-43_Q331K:WT,f,F3,4.3
TDP43-Q331K-B6J-IC/2.4c,TDP-43_Q331K:WT,f,N1,41.2
TDP43-Q331K-B6J-IC/2.4c,TDP-43_Q331K:WT,f,N2,15
TDP43-Q331K-B6J-IC/2.4c,TDP-43_Q331K:WT,f,N3,2.6
TDP43-Q331K-B6J-IC/2.4c,TDP-43_Q331K:WT,f,W1,11.1
TDP43-Q331K-B6J-IC/2.4c,TDP-43_Q331K:WT,f,W2,3.9
TDP43-Q331K-B6J-IC/2.4c,TDP-43_Q331K:WT,f,W3,4
TDP43-Q331K-B6J-IC/3.1c,TDP-43_Q331K:WT,m,F1,
TDP43-Q331K-B6J-IC/3.1c,TDP-43_Q331K:WT,m,F2,
TDP43-Q331K-B6J-IC/3.1c,TDP-43_Q331K:WT,m,F3,
TDP43-Q331K-B6J-IC/3.1c,TDP-43_Q331K:WT,m,N1,24.5
TDP43-Q331K-B6J-IC/3.1c,TDP-43_Q331K:WT,m,N2,8.6
TDP43-Q331K-B6J-IC/3.1c,TDP-43_Q331K:WT,m,N3,1.6
TDP43-Q331K-B6J-IC/3.1c,TDP-43_Q331K:WT,m,W1,
TDP43-Q331K-B6J-IC/3.1c,TDP-43_Q331K:WT,m,W2,
TDP43-Q331K-B6J-IC/3.1c,TDP-43_Q331K:WT,m,W3,
TDP43-Q331K-B6J-IC/3.2a,TDP-43_Q331K:WT,f,F1,
TDP43-Q331K-B6J-IC/3.2a,TDP-43_Q331K:WT,f,F2,
TDP43-Q331K-B6J-IC/3.2a,TDP-43_Q331K:WT,f,F3,
TDP43-Q331K-B6J-IC/3.2a,TDP-43_Q331K:WT,f,N1,35.1
TDP43-Q331K-B6J-IC/3.2a,TDP-43_Q331K:WT,f,N2,29.2
TDP43-Q331K-B6J-IC/3.2a,TDP-43_Q331K:WT,f,N3,0
TDP43-Q331K-B6J-IC/3.2a,TDP-43_Q331K:WT,f,W1,
TDP43-Q331K-B6J-IC/3.2a,TDP-43_Q331K:WT,f,W2,
TDP43-Q331K-B6J-IC/3.2a,TDP-43_Q331K:WT,f,W3,
TDP43-Q331K-B6J-IC/3.3h,TDP-43_Q331K:Hom,m,F1,
TDP43-Q331K-B6J-IC/3.3h,TDP-43_Q331K:Hom,m,F2,
TDP43-Q331K-B6J-IC/3.3h,TDP-43_Q331K:Hom,m,F3,
TDP43-Q331K-B6J-IC/3.3h,TDP-43_Q331K:Hom,m,N1,
TDP43-Q331K-B6J-IC/3.3h,TDP-43_Q331K:Hom,m,N2,
TDP43-Q331K-B6J-IC/3.3h,TDP-43_Q331K:Hom,m,N3,
TDP43-Q331K-B6J-IC/3.3h,TDP-43_Q331K:Hom,m,W1,
TDP43-Q331K-B6J-IC/3.3h,TDP-43_Q331K:Hom,m,W2,
TDP43-Q331K-B6J-IC/3.3h,TDP-43_Q331K:Hom,m,W3,
TDP43-Q331K-B6J-IC/3.3i,TDP-43_Q331K:Hom,m,F1,39.2
TDP43-Q331K-B6J-IC/3.3i,TDP-43_Q331K:Hom,m,F2,12.7
TDP43-Q331K-B6J-IC/3.3i,TDP-43_Q331K:Hom,m,F3,0.5
TDP43-Q331K-B6J-IC/3.3i,TDP-43_Q331K:Hom,m,N1,23.5
TDP43-Q331K-B6J-IC/3.3i,TDP-43_Q331K:Hom,m,N2,17.4
TDP43-Q331K-B6J-IC/3.3i,TDP-43_Q331K:Hom,m,N3,8.7
TDP43-Q331K-B6J-IC/3.3i,TDP-43_Q331K:Hom,m,W1,
TDP43-Q331K-B6J-IC/3.3i,TDP-43_Q331K:Hom,m,W2,
TDP43-Q331K-B6J-IC/3.3i,TDP-43_Q331K:Hom,m,W3,
TDP43-Q331K-B6J-IC/3.3j,TDP-43_Q331K:WT,m,F1,
TDP43-Q331K-B6J-IC/3.3j,TDP-43_Q331K:WT,m,F2,
TDP43-Q331K-B6J-IC/3.3j,TDP-43_Q331K:WT,m,F3,
TDP43-Q331K-B6J-IC/3.3j,TDP-43_Q331K:WT,m,N1,
TDP43-Q331K-B6J-IC/3.3j,TDP-43_Q331K:WT,m,N2,
TDP43-Q331K-B6J-IC/3.3j,TDP-43_Q331K:WT,m,N3,
TDP43-Q331K-B6J-IC/3.3j,TDP-43_Q331K:WT,m,W1,
TDP43-Q331K-B6J-IC/3.3j,TDP-43_Q331K:WT,m,W2,
TDP43-Q331K-B6J-IC/3.3j,TDP-43_Q331K:WT,m,W3,
TDP43-Q331K-B6J-IC/3.3k,TDP-43_Q331K:Hom,m,F1,34.5
TDP43-Q331K-B6J-IC/3.3k,TDP-43_Q331K:Hom,m,F2,8.8
TDP43-Q331K-B6J-IC/3.3k,TDP-43_Q331K:Hom,m,F3,0
TDP43-Q331K-B6J-IC/3.3k,TDP-43_Q331K:Hom,m,N1,31.8
TDP43-Q331K-B6J-IC/3.3k,TDP-43_Q331K:Hom,m,N2,21.5
TDP43-Q331K-B6J-IC/3.3k,TDP-43_Q331K:Hom,m,N3,11.4
TDP43-Q331K-B6J-IC/3.3k,TDP-43_Q331K:Hom,m,W1,
TDP43-Q331K-B6J-IC/3.3k,TDP-43_Q331K:Hom,m,W2,
TDP43-Q331K-B6J-IC/3.3k,TDP-43_Q331K:Hom,m,W3,
TDP43-Q331K-B6J-IC/3.3m,TDP-43_Q331K:Hom,m,F1,
TDP43-Q331K-B6J-IC/3.3m,TDP-43_Q331K:Hom,m,F2,
TDP43-Q331K-B6J-IC/3.3m,TDP-43_Q331K:Hom,m,F3,
TDP43-Q331K-B6J-IC/3.3m,TDP-43_Q331K:Hom,m,N1,
TDP43-Q331K-B6J-IC/3.3m,TDP-43_Q331K:Hom,m,N2,
TDP43-Q331K-B6J-IC/3.3m,TDP-43_Q331K:Hom,m,N3,
TDP43-Q331K-B6J-IC/3.3m,TDP-43_Q331K:Hom,m,W1,
TDP43-Q331K-B6J-IC/3.3m,TDP-43_Q331K:Hom,m,W2,
TDP43-Q331K-B6J-IC/3.3m,TDP-43_Q331K:Hom,m,W3,
TDP43-Q331K-B6J-IC/3.3n,TDP-43_Q331K:WT,m,F1,45
TDP43-Q331K-B6J-IC/3.3n,TDP-43_Q331K:WT,m,F2,15.8
TDP43-Q331K-B6J-IC/3.3n,TDP-43_Q331K:WT,m,F3,0
TDP43-Q331K-B6J-IC/3.3n,TDP-43_Q331K:WT,m,N1,39.4
TDP43-Q331K-B6J-IC/3.3n,TDP-43_Q331K:WT,m,N2,69.1
TDP43-Q331K-B6J-IC/3.3n,TDP-43_Q331K:WT,m,N3,11.3
TDP43-Q331K-B6J-IC/3.3n,TDP-43_Q331K:WT,m,W1,12.9
TDP43-Q331K-B6J-IC/3.3n,TDP-43_Q331K:WT,m,W2,12.3
TDP43-Q331K-B6J-IC/3.3n,TDP-43_Q331K:WT,m,W3,9.6
TDP43-Q331K-B6J-IC/4.1a,TDP-43_Q331K:Hom,f,F1,
TDP43-Q331K-B6J-IC/4.1a,TDP-43_Q331K:Hom,f,F2,
TDP43-Q331K-B6J-IC/4.1a,TDP-43_Q331K:Hom,f,F3,
TDP43-Q331K-B6J-IC/4.1a,TDP-43_Q331K:Hom,f,N1,26.2
TDP43-Q331K-B6J-IC/4.1a,TDP-43_Q331K:Hom,f,N2,17.5
TDP43-Q331K-B6J-IC/4.1a,TDP-43_Q331K:Hom,f,N3,16.8
TDP43-Q331K-B6J-IC/4.1a,TDP-43_Q331K:Hom,f,W1,10.7
TDP43-Q331K-B6J-IC/4.1a,TDP-43_Q331K:Hom,f,W2,0
TDP43-Q331K-B6J-IC/4.1a,TDP-43_Q331K:Hom,f,W3,0.9
TDP43-Q331K-B6J-IC/4.1h,TDP-43_Q331K:WT,m,F1,
TDP43-Q331K-B6J-IC/4.1h,TDP-43_Q331K:WT,m,F2,
TDP43-Q331K-B6J-IC/4.1h,TDP-43_Q331K:WT,m,F3,
TDP43-Q331K-B6J-IC/4.1h,TDP-43_Q331K:WT,m,N1,
TDP43-Q331K-B6J-IC/4.1h,TDP-43_Q331K:WT,m,N2,
TDP43-Q331K-B6J-IC/4.1h,TDP-43_Q331K:WT,m,N3,
TDP43-Q331K-B6J-IC/4.1h,TDP-43_Q331K:WT,m,W1,
TDP43-Q331K-B6J-IC/4.1h,TDP-43_Q331K:WT,m,W2,
TDP43-Q331K-B6J-IC/4.1h,TDP-43_Q331K:WT,m,W3,
TDP43-Q331K-B6J-IC/4.2b,TDP-43_Q331K:WT,f,F1,42.4
TDP43-Q331K-B6J-IC/4.2b,TDP-43_Q331K:WT,f,F2,12.2
TDP43-Q331K-B6J-IC/4.2b,TDP-43_Q331K:WT,f,F3,7.8
TDP43-Q331K-B6J-IC/4.2b,TDP-43_Q331K:WT,f,N1,19.5
TDP43-Q331K-B6J-IC/4.2b,TDP-43_Q331K:WT,f,N2,26.8
TDP43-Q331K-B6J-IC/4.2b,TDP-43_Q331K:WT,f,N3,4.8
TDP43-Q331K-B6J-IC/4.2b,TDP-43_Q331K:WT,f,W1,15.7
TDP43-Q331K-B6J-IC/4.2b,TDP-43_Q331K:WT,f,W2,13.2
TDP43-Q331K-B6J-IC/4.2b,TDP-43_Q331K:WT,f,W3,2.2
TDP43-Q331K-B6J-IC/4.2e,TDP-43_Q331K:Hom,f,F1,
TDP43-Q331K-B6J-IC/4.2e,TDP-43_Q331K:Hom,f,F2,
TDP43-Q331K-B6J-IC/4.2e,TDP-43_Q331K:Hom,f,F3,
TDP43-Q331K-B6J-IC/4.2e,TDP-43_Q331K:Hom,f,N1,
TDP43-Q331K-B6J-IC/4.2e,TDP-43_Q331K:Hom,f,N2,
TDP43-Q331K-B6J-IC/4.2e,TDP-43_Q331K:Hom,f,N3,
TDP43-Q331K-B6J-IC/4.2e,TDP-43_Q331K:Hom,f,W1,
TDP43-Q331K-B6J-IC/4.2e,TDP-43_Q331K:Hom,f,W2,
TDP43-Q331K-B6J-IC/4.2e,TDP-43_Q331K:Hom,f,W3,
TDP43-Q331K-B6J-IC/4.2g,TDP-43_Q331K:WT,f,F1,64.9
TDP43-Q331K-B6J-IC/4.2g,TDP-43_Q331K:WT,f,F2,49.8
TDP43-Q331K-B6J-IC/4.2g,TDP-43_Q331K:WT,f,F3,1.2
TDP43-Q331K-B6J-IC/4.2g,TDP-43_Q331K:WT,f,N1,34.6
TDP43-Q331K-B6J-IC/4.2g,TDP-43_Q331K:WT,f,N2,3.1
TDP43-Q331K-B6J-IC/4.2g,TDP-43_Q331K:WT,f,N3,1.9
TDP43-Q331K-B6J-IC/4.2g,TDP-43_Q331K:WT,f,W1,
TDP43-Q331K-B6J-IC/4.2g,TDP-43_Q331K:WT,f,W2,
TDP43-Q331K-B6J-IC/4.2g,TDP-43_Q331K:WT,f,W3,
TDP43-Q331K-B6J-IC/4.2n,TDP-43_Q331K:WT,m,F1,
TDP43-Q331K-B6J-IC/4.2n,TDP-43_Q331K:WT,m,F2,
TDP43-Q331K-B6J-IC/4.2n,TDP-43_Q331K:WT,m,F3,
TDP43-Q331K-B6J-IC/4.2n,TDP-43_Q331K:WT,m,N1,
TDP43-Q331K-B6J-IC/4.2n,TDP-43_Q331K:WT,m,N2,
TDP43-Q331K-B6J-IC/4.2n,TDP-43_Q331K:WT,m,N3,
TDP43-Q331K-B6J-IC/4.2n,TDP-43_Q331K:WT,m,W1,
TDP43-Q331K-B6J-IC/4.2n,TDP-43_Q331K:WT,m,W2,
TDP43-Q331K-B6J-IC/4.2n,TDP-43_Q331K:WT,m,W3,
TDP43-Q331K-B6J-IC/5.1f,TDP-43_Q331K:Hom,f,F1,49.6
TDP43-Q331K-B6J-IC/5.1f,TDP-43_Q331K:Hom,f,F2,19.9
TDP43-Q331K-B6J-IC/5.1f,TDP-43_Q331K:Hom,f,F3,2.7
TDP43-Q331K-B6J-IC/5.1f,TDP-43_Q331K:Hom,f,N1,28.5
TDP43-Q331K-B6J-IC/5.1f,TDP-43_Q331K:Hom,f,N2,0
TDP43-Q331K-B6J-IC/5.1f,TDP-43_Q331K:Hom,f,N3,5.7
TDP43-Q331K-B6J-IC/5.1f,TDP-43_Q331K:Hom,f,W1,10
TDP43-Q331K-B6J-IC/5.1f,TDP-43_Q331K:Hom,f,W2,0
TDP43-Q331K-B6J-IC/5.1f,TDP-43_Q331K:Hom,f,W3,5.2
TDP43-Q331K-B6J-IC/5.1g,TDP-43_Q331K:Hom,m,F1,
TDP43-Q331K-B6J-IC/5.1g,TDP-43_Q331K:Hom,m,F2,
TDP43-Q331K-B6J-IC/5.1g,TDP-43_Q331K:Hom,m,F3,
TDP43-Q331K-B6J-IC/5.1g,TDP-43_Q331K:Hom,m,N1,
TDP43-Q331K-B6J-IC/5.1g,TDP-43_Q331K:Hom,m,N2,
TDP43-Q331K-B6J-IC/5.1g,TDP-43_Q331K:Hom,m,N3,
TDP43-Q331K-B6J-IC/5.1g,TDP-43_Q331K:Hom,m,W1,
TDP43-Q331K-B6J-IC/5.1g,TDP-43_Q331K:Hom,m,W2,
TDP43-Q331K-B6J-IC/5.1g,TDP-43_Q331K:Hom,m,W3,
TDP43-Q331K-B6J-IC/5.1j,TDP-43_Q331K:Hom,m,F1,90
TDP43-Q331K-B6J-IC/5.1j,TDP-43_Q331K:Hom,m,F2,96
TDP43-Q331K-B6J-IC/5.1j,TDP-43_Q331K:Hom,m,F3,79.1
TDP43-Q331K-B6J-IC/5.1j,TDP-43_Q331K:Hom,m,N1,37.7
TDP43-Q331K-B6J-IC/5.1j,TDP-43_Q331K:Hom,m,N2,61.1
TDP43-Q331K-B6J-IC/5.1j,TDP-43_Q331K:Hom,m,N3,34.8
TDP43-Q331K-B6J-IC/5.1j,TDP-43_Q331K:Hom,m,W1,18.3
TDP43-Q331K-B6J-IC/5.1j,TDP-43_Q331K:Hom,m,W2,8.4
TDP43-Q331K-B6J-IC/5.1j,TDP-43_Q331K:Hom,m,W3,2.8
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,F1,13.6
