animal_name,genotype,sex,smell,time
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,F2,8.4
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,F3,3.8
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,N1,27.9
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,N2,6.9
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,N3,0.5
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,W1,11.5
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,W2,7.6
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,W3,0.7
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,F1,26.2
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,F2,1.2
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,F3,15.8
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,N1,42.8
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,N2,7.7
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,N3,3.3
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,W1,13.8
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,W2,1.5
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,W3,1.1
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,F1,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,F2,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,F3,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,N1,19.6
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,N2,9
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,N3,13.6
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,W1,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,W2,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,W3,
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,F1,62.8
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,F2,68.1
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,F3,27.1
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,N1,17.4
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,N2,36
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,N3,0
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,W1,43.9
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,W2,6
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,W3,7.4
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,F1,19.1
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,F2,3.3
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,F3,0
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,N1,
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,N2,
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,N3,
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,W1,
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,W2,
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,W3,
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,F1,22.9
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,F2,0
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,F3,12.7
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,N1,21
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,N2,3
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,N3,0
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,W1,18.7
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,W2,11
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,W3,0
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,F1,44.1
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,F2,28.9
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,F3,13.4
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,N1,41.2
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,N2,53.5
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,N3,29.3
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,W1,23.3
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,W2,5.8
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,W3,2.4
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,F1,
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,F2,
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,F3,
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,N1,34.5
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,N2,37.1
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,N3,18.9
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,W1,22.1
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,W2,14.9
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,W3,5.1
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,F1,
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,F2,
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,F3,
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,N1,
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,N2,
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,N3,
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,W1,
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,W2,
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,W3,
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,F1,49.3
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,F2,37.6
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,F3,17.9
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,N1,28
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,N2,5.6
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,N3,14.5
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,W1,
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,W2,
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,W3,
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,F1,
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,F2,
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,F3,
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,N1,
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,N2,
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,N3,
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,W1,
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,W2,
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,W3,
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,F1,47.4
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,F2,41.3
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,F3,13.9
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,N1,24.3
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,N2,9.8
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,N3,9.2
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,W1,
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,W2,
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,W3,
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,F1,45.1
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,F2,76.9
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,F3,19.4
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,N1,56.6
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,N2,25.8
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,N3,56.5
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,W1,23.6
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,W2,13.7
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,W3,8.9
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,F1,35.5
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,F2,17.8
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,F3,8.8
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,N1,22.6
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,N2,11.6
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,N3,7.8
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,W1,10.4
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,W2,4.5
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,W3,6.2
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,F1,
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,F2,
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,F3,
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,N1,25.5
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,N2,4.4
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,N3,2.4
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,W1,
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,W2,
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,W3,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,F1,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,F2,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,F3,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,N1,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,N2,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,N3,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,W1,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,W2,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,W3,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,F1,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,F2,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,F3,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,N1,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,N2,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,N3,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,W1,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,W2,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,W3,
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,F1,20.7
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,F2,0
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,F3,0
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,N1,
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,N2,
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,N3,
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,W1,17.2
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,W2,3.4
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,W3,0
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,F1,70.5
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,F2,51.5
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,F3,4.1
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,N1,38.2
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,N2,9.9
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,N3,38.6
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,W1,27.7
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,W2,12.1
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,W3,0
