animal_name,genotype,sex,smell,time
TDP43-Q331K-B6J-IC/5.1j,TDP-43_Q331K:Hom,m,W2,4
TDP43-Q331K-B6J-IC/5.1j,TDP-43_Q331K:Hom,m,W3,1.1
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,F1,
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,F2,
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,F3,
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,N1,
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,N2,
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,N3,
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,W1,16.5
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,W2,0
TDP43-Q331K-B6J-IC/6.1a,TDP-43_Q331K:WT,f,W3,6.2
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,F1,15.3
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,F2,13
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,F3,12.1
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,N1,57
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,N2,13.8
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,N3,7.3
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,W1,
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,W2,
TDP43-Q331K-B6J-IC/6.1c,TDP-43_Q331K:WT,f,W3,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,F1,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,F2,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,F3,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,N1,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,N2,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,N3,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,W1,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,W2,
TDP43-Q331K-B6J-IC/6.1d,TDP-43_Q331K:Hom,f,W3,
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,F1,23.1
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,F2,29.9
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,F3,12.4
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,N1,24.9
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,N2,40.3
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,N3,20.1
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,W1,18.6
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,W2,7.3
TDP43-Q331K-B6J-IC/6.1g,TDP-43_Q331K:WT,m,W3,0
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,F1,19.6
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,F2,0
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,F3,4
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,N1,17.7
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,N2,5.4
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,N3,3.1
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,W1,
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,W2,
TDP43-Q331K-B6J-IC/6.2d,TDP-43_Q331K:Hom,f,W3,
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,F1,19.3
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,F2,17.8
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,F3,20.5
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,N1,50.4
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,N2,12.2
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,N3,4.6
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,W1,21
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,W2,2.1
TDP43-Q331K-B6J-IC/6.3c,TDP-43_Q331K:WT,m,W3,11.1
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,F1,22.4
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,F2,11.1
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,F3,6.1
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,N1,26.4
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,N2,8.5
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,N3,0
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,W1,18.1
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,W2,9.1
TDP43-Q331K-B6J-IC/6.3f,TDP-43_Q331K:Hom,m,W3,4
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,F1,43.9
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,F2,25.8
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,F3,18.4
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,N1,55.9
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,N2,36.8
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,N3,8.1
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,W1,13.3
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,W2,18.2
TDP43-Q331K-B6J-IC/6.3g,TDP-43_Q331K:Hom,m,W3,5.6
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,F1,70.8
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,F2,46.3
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,F3,7.5
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,N1,46.5
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,N2,78.9
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,N3,74.7
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,W1,40.1
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,W2,31.6
TDP43-Q331K-B6J-IC/7.1e,TDP-43_Q331K:WT,m,W3,4.3
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,F1,10
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,F2,0.2
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,F3,0
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,N1,21.7
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,N2,10.3
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,N3,17.8
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,W1,12.9
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,W2,15
TDP43-Q331K-B6J-IC/8.1d,TDP-43_Q331K:WT,m,W3,0
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,F1,19
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,F2,11.9
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,F3,16.7
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,N1,18
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,N2,9
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,N3,6.7
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,W1,
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,W2,
TDP43-Q331K-B6J-IC/8.1e,TDP-43_Q331K:WT,m,W3,
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,F1,42.4
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,F2,0
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,F3,6
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,N1,29.2
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,N2,0
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,N3,0
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,W1,
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,W2,
TDP43-Q331K-B6J-IC/8.2c,TDP-43_Q331K:Hom,f,W3,
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,F1,
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,F2,
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,F3,
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,N1,26.1
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,N2,7.2
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,N3,7.9
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,W1,21.3
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,W2,9.4
TDP43-Q331K-B6J-IC/8.2e,TDP-43_Q331K:Hom,m,W3,6.6
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,F1,28
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,F2,6.5
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,F3,0
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,N1,12
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,N2,0
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,N3,0
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,W1,
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,W2,
TDP43-Q331K-B6J-IC/9.1a,TDP-43_Q331K:WT,f,W3,
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,F1,
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,F2,
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,F3,
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,N1,17.8
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,N2,5.1
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,N3,0
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,W1,11.4
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,W2,0
TDP43-Q331K-B6J-IC/9.1g,TDP-43_Q331K:WT,m,W3,0
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,F1,47.8
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,F2,12.9
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,F3,7.8
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,N1,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,N2,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,N3,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,W1,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,W2,
TDP43-Q331K-B6J-IC/9.1h,TDP-43_Q331K:Hom,m,W3,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,F1,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,F2,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,F3,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,N1,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,N2,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,N3,
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,W1,27.5
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,W2,10.8
TDP43-Q331K-B6J-IC/9.2a,TDP-43_Q331K:WT,f,W3,9.3
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,F1,18.2
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,F2,1.7
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,F3,8.4
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,N1,
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,N2,
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,N3,
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,W1,16.2
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,W2,1.4
TDP43-Q331K-B6J-IC/9.2c,TDP-43_Q331K:WT,m,W3,4
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,F1,
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,F2,
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,F3,
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,N1,
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,N2,
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,N3,
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,W1,17.1
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,W2,3.1
TDP43-Q331K-B6J-IC/9.2f,TDP-43_Q331K:Hom,m,W3,4.6
